team_name,player_name,birth_country,citizenship,representing,data_complete
United States,Tyler Adams,United States,United States,United States,TRUE
United States,Weston McKennie,United States,,United States,FALSE
Uruguay,Agustín Canobbio,Uruguay,Uruguay,Uruguay,TRUE
Uruguay,Brian Rodríguez,Uruguay,Uruguay,Uruguay,TRUE
Uruguay,Darwin Núñez,Uruguay,Uruguay,Uruguay,TRUE
Uruguay,Emiliano Martínez,Uruguay,Uruguay,Uruguay,TRUE
Uruguay,Facundo Pellistri,Uruguay,Uruguay,Uruguay,TRUE
Uruguay,Federico Valverde,Uruguay,Uruguay,Uruguay,TRUE
Uruguay,Federico Viñas,Uruguay,Uruguay,Uruguay,TRUE
Uruguay,Fernando Muslera,Argentina,Uruguay,Uruguay,TRUE
Uruguay,Giorgian de Arrascaeta,Uruguay,Italy; Uruguay,Uruguay,TRUE
Uruguay,Guillermo Varela,Uruguay,Uruguay,Uruguay,TRUE
Uruguay,Joaquín Piquerez,Uruguay,Uruguay,Uruguay,TRUE
Uruguay,José María Giménez,Uruguay,Uruguay,Uruguay,TRUE
Uruguay,Juan Manuel Sanabria,Uruguay,,Uruguay,FALSE
Uruguay,Manuel Ugarte,Uruguay,Uruguay,Uruguay,TRUE
Uruguay,Mathías Olivera,Uruguay,Spain; Uruguay,Uruguay,TRUE
Uruguay,Matías Viña,Uruguay,Uruguay,Uruguay,TRUE
Uruguay,Maximiliano Araújo,Uruguay,Uruguay,Uruguay,TRUE
Uruguay,Nicolás de la Cruz,Uruguay,Uruguay,Uruguay,TRUE
Uruguay,Rodrigo Aguirre,Uruguay,,Uruguay,FALSE
Uruguay,Rodrigo Bentancur,Uruguay,Uruguay,Uruguay,TRUE
Uruguay,Rodrigo Zalazar,Spain,Spain; Uruguay,Uruguay,TRUE
Uruguay,Ronald Araújo,Uruguay,,Uruguay,FALSE
Uruguay,Santiago Bueno,Uruguay,Uruguay,Uruguay,TRUE
Uruguay,Santiago Mele,Uruguay,,Uruguay,FALSE
Uruguay,Sebastián Cáceres,Uruguay,Uruguay,Uruguay,TRUE
Uruguay,Sergio Rochet,Uruguay,,Uruguay,FALSE
Uzbekistan,Abbosbek Fayzullaev,Uzbekistan,Uzbekistan,Uzbekistan,TRUE
Uzbekistan,Abdukodir Khusanov,Uzbekistan,,Uzbekistan,FALSE
Uzbekistan,Abdulla Abdullaev,Uzbekistan,Uzbekistan,Uzbekistan,TRUE
Uzbekistan,Abduvohid Nematov,Uzbekistan,,Uzbekistan,FALSE
Uzbekistan,Akmal Mozgovoy,Uzbekistan,Uzbekistan,Uzbekistan,TRUE
Uzbekistan,Avazbek Ulmasaliev,Uzbekistan,Uzbekistan,Uzbekistan,TRUE
Uzbekistan,Azizbek Amonov,Uzbekistan,Uzbekistan,Uzbekistan,TRUE
Uzbekistan,Azizjon Ganiev,Uzbekistan,Uzbekistan,Uzbekistan,TRUE
Uzbekistan,Bekhruz Karimov,Uzbekistan,Uzbekistan,Uzbekistan,TRUE
Uzbekistan,Botirali Ergashev,Uzbekistan,,Uzbekistan,FALSE
Uzbekistan,Dostonbek Khamdamov,Uzbekistan,Uzbekistan,Uzbekistan,TRUE
Uzbekistan,Eldor Shomurodov,Uzbekistan,Uzbekistan,Uzbekistan,TRUE
Uzbekistan,Farrukh Sayfiev,Uzbekistan,Uzbekistan,Uzbekistan,TRUE
Uzbekistan,Igor Sergeev,Uzbekistan,,Uzbekistan,FALSE
Uzbekistan,Jakhongir Urozov,Uzbekistan,Uzbekistan,Uzbekistan,TRUE
Uzbekistan,Jamshid Iskanderov,Uzbekistan,Uzbekistan,Uzbekistan,TRUE
Uzbekistan,Khojiakbar Alijonov,Uzbekistan,Uzbekistan,Uzbekistan,TRUE
Uzbekistan,Odiljon Hamrobekov,Uzbekistan,Uzbekistan,Uzbekistan,TRUE
Uzbekistan,Oston Urunov,Uzbekistan,Uzbekistan,Uzbekistan,TRUE
Uzbekistan,Otabek Shukurov,Uzbekistan,,Uzbekistan,FALSE
Uzbekistan,Ruslanbek Jiyanov,Uzbekistan,Uzbekistan,Uzbekistan,TRUE
Uzbekistan,Rustam Ashurmatov,Uzbekistan,Uzbekistan,Uzbekistan,TRUE
Uzbekistan,Sherzod Esanov,Uzbekistan,Uzbekistan,Uzbekistan,TRUE
Uzbekistan,Sherzod Nasrullaev,Uzbekistan,,Uzbekistan,FALSE
Uzbekistan,Umar Eshmurodov,Uzbekistan,,Uzbekistan,FALSE
Uzbekistan,Utkir Yusupov,Kazakhstan,Uzbekistan,Uzbekistan,TRUE
